frame,id,x1,y1,x2,y2
30,3,60.04931751247322,232.76816641094777,77.63187378130418,250.36561050909214
30,4,27.680045012022752,236.00860367731875,50.887652085208806,259.07828035484783
31,1,235.0715843101146,240.40154092910691,258.8656860559129,264.08286711674947
31,2,179.80216972611896,41.607959135704405,200.43402417165527,62.42953899126694
31,3,57.541887051571564,232.46480919707318,75.23721833795645,249.3605376341792
31,4,28.486539900082704,236.24358689129846,51.90821684558615,259.5645961944935
32,1,235.6696862464689,239.85656746566625,259.5194428578433,263.6240320630692
32,2,179.12251018836727,40.61263613062609,199.58365763508388,61.21225120866023
32,3,56.15826042844583,230.33886012462798,73.66574364808659,247.53291438470777
32,4,29.316939919586872,237.22944033478683,52.62469821860567,260.4637269804619
33,1,236.5322689708226,239.06560538482663,260.152392230171,262.89590901548723
33,2,178.3097412551597,40.64174123619017,198.64630390180415,61.34952535172022
33,3,53.64423539128542,229.3459109218345,71.01461886655687,246.75769643024364
33,4,29.16731445887497,237.24053498601802,52.6620861537524,260.68168385112256
34,1,238.51422044749148,239.72733454934755,261.96678777547965,263.6034897631966
34,2,177.89193594855064,38.2389050445462,198.4077325801858,59.02563409313771
34,3,52.72349395160553,229.91881422481308,70.26397224223699,247.21935332009642
34,4,28.340815174006487,236.81571876065888,51.972077434012455,260.13768851941995
35,1,240.5201191226574,238.7363872131794,263.8504125538726,262.6460026077821
35,2,174.5918822971955,35.8457253025988,195.23849035629766,56.69007121099285
35,3,51.238301306647855,229.71692540977364,68.63276602963428,247.20642821349117
35,4,28.795774570486536,237.00830799649228,52.25649740957433,260.5134518368226
36,1,243.20381392119106,238.5197516267533,266.44487263424554,262.4537860500937
36,2,174.7130683479638,35.2213999659043,195.4551477771199,56.10779694468316
36,3,49.39726694958996,229.67336016006286,66.41500836535816,247.30077695252393
36,4,30.70795995647095,238.372462486519,54.31437187052581,262.01129479239097
37,1,244.07611694028762,238.0511945945865,267.52221312494527,261.73288794774635
37,2,172.9986971678999,34.42971942367703,193.81045557439515,55.07665029552322
37,3,48.18807003835461,229.86655527305797,65.47117471234263,247.3244715215869
37,4,29.41974470725328,238.48084486879785,53.132486887655055,261.94709265887775
38,1,246.1534604709848,237.467657831151,269.4790395072679,261.2353447675451
38,2,171.10853193817113,32.076912866393144,191.70098854571316,52.54907116691879
38,3,47.608372459162204,228.95277803999494,65.08515085874396,246.5571415813459
38,4,28.809662143919706,237.74136687524344,52.60000880869859,261.3518111404408
39,1,247.30061465185238,238.75688892483635,271.0785518978372,262.5873370926175
39,2,170.9306021406869,30.837524735982424,191.63315918691822,51.452282827711
39,3,46.55597708313684,228.64396597865436,64.17410704826084,246.0850569550762
39,4,28.955750509970084,238.46993971403123,52.802736325600094,261.9154686689796
